NO,시군구,계약년월,거래금액(만원),기간,금값(1g)
14987,서울특별시 송파구 잠실동,202401,240000,,
14988,서울특별시 송파구 신천동,202401,205000,,
14989,서울특별시 송파구 가락동,202401,196000,,
14990,서울특별시 송파구 신천동,202401,261500,,
14991,서울특별시 송파구 마천동,202401,90000,,
14992,서울특별시 송파구 문정동,202401,230000,,
14993,서울특별시 송파구 풍납동,202401,120000,,
14994,서울특별시 송파구 거여동,202401,139000,,
14995,서울특별시 송파구 잠실동,202401,240800,,
14996,서울특별시 송파구 잠실동,202401,300000,,
14997,서울특별시 송파구 문정동,202401,70000,,
14998,서울특별시 송파구 방이동,202401,185000,,
14999,서울특별시 송파구 잠실동,202401,92500,,
15000,서울특별시 송파구 송파동,202401,127000,,
15001,서울특별시 송파구 가락동,202401,137000,,
15002,서울특별시 송파구 잠실동,202401,92000,,
15003,서울특별시 송파구 잠실동,202401,198000,,
15004,서울특별시 송파구 잠실동,202401,233500,,
15005,서울특별시 송파구 거여동,202401,73700,,
15006,서울특별시 송파구 장지동,202401,145000,,
15007,서울특별시 송파구 풍납동,202401,163000,,
15008,서울특별시 송파구 문정동,202401,155000,,
15009,서울특별시 송파구 가락동,202401,110500,,
15010,서울특별시 송파구 거여동,202401,133000,,
15011,서울특별시 송파구 문정동,202401,161000,,
15012,서울특별시 송파구 잠실동,202401,230000,,
15013,서울특별시 송파구 방이동,202401,200000,,
15014,서울특별시 송파구 가락동,202401,207000,,
15015,서울특별시 송파구 잠실동,202401,94000,,
15016,서울특별시 송파구 가락동,202401,100000,,
15017,서울특별시 송파구 신천동,202401,200000,,
15018,서울특별시 송파구 신천동,202401,220000,,
15019,서울특별시 송파구 신천동,202401,167500,,
15020,서울특별시 송파구 신천동,202401,170000,,
15021,서울특별시 송파구 잠실동,202401,237800,,
15022,서울특별시 송파구 방이동,202401,186000,,
15023,서울특별시 송파구 가락동,202401,166000,,
15024,서울특별시 송파구 거여동,202401,54600,,
15025,서울특별시 송파구 문정동,202401,64500,,
15026,서울특별시 송파구 문정동,202401,164000,,
15027,서울특별시 송파구 문정동,202401,206500,,
15028,서울특별시 송파구 방이동,202401,199500,,
15029,서울특별시 송파구 풍납동,202401,109000,,
15030,서울특별시 송파구 방이동,202401,256000,,
15031,서울특별시 송파구 가락동,202401,246000,,
15032,서울특별시 송파구 장지동,202401,108000,,
15033,서울특별시 송파구 잠실동,202401,217000,,
15034,서울특별시 송파구 장지동,202401,91000,,
15035,서울특별시 송파구 잠실동,202401,530000,,
15036,서울특별시 송파구 풍납동,202401,95000,,
15037,서울특별시 송파구 잠실동,202401,320000,,
15038,서울특별시 송파구 오금동,202401,49200,,
15039,서울특별시 송파구 송파동,202401,94000,,
15040,서울특별시 송파구 장지동,202401,111000,,
15041,서울특별시 송파구 잠실동,202401,295000,,
15042,서울특별시 송파구 잠실동,202401,167000,,
15043,서울특별시 송파구 잠실동,202401,227000,,
15044,서울특별시 송파구 신천동,202401,195800,,
15045,서울특별시 송파구 잠실동,202401,243800,,
15046,서울특별시 송파구 풍납동,202401,119000,,
15047,서울특별시 송파구 가락동,202401,62000,,
15048,서울특별시 송파구 거여동,202401,82500,,
15049,서울특별시 송파구 문정동,202401,208000,,
15050,서울특별시 송파구 송파동,202401,138500,,
15051,서울특별시 송파구 신천동,202401,166000,,
15052,서울특별시 송파구 잠실동,202401,223000,,
15053,서울특별시 송파구 잠실동,202401,231800,,
15054,서울특별시 송파구 잠실동,202401,92000,,
15055,서울특별시 송파구 방이동,202401,185000,,
15056,서울특별시 송파구 오금동,202401,207000,,
15057,서울특별시 송파구 신천동,202401,205000,,
15058,서울특별시 송파구 오금동,202401,207000,,
15059,서울특별시 송파구 문정동,202401,58500,,
15060,서울특별시 송파구 송파동,202401,33000,,
15061,서울특별시 송파구 장지동,202401,114800,,
15062,서울특별시 송파구 문정동,202401,143000,,
15063,서울특별시 송파구 오금동,202401,115000,,
15064,서울특별시 송파구 잠실동,202401,89500,,
15065,서울특별시 송파구 잠실동,202401,229000,,
15066,서울특별시 송파구 방이동,202401,35000,,
15067,서울특별시 송파구 가락동,202401,163000,,
15068,서울특별시 송파구 오금동,202401,135000,,
15069,서울특별시 송파구 거여동,202401,127000,,
15070,서울특별시 송파구 거여동,202401,103000,,
15071,서울특별시 송파구 장지동,202401,123000,,
15072,서울특별시 송파구 가락동,202401,164000,,
15073,서울특별시 송파구 가락동,202401,127000,,
15074,서울특별시 송파구 잠실동,202401,283600,,
15075,서울특별시 송파구 신천동,202401,190000,,
15076,서울특별시 송파구 풍납동,202401,102500,,
15077,서울특별시 송파구 석촌동,202401,27000,,
15078,서울특별시 송파구 잠실동,202401,223000,,
15079,서울특별시 송파구 신천동,202401,287000,,
15080,서울특별시 송파구 신천동,202401,207000,,
15081,서울특별시 송파구 가락동,202401,132500,,
15082,서울특별시 송파구 가락동,202401,128000,,
15083,서울특별시 송파구 신천동,202401,260000,,
15084,서울특별시 송파구 석촌동,202401,54000,,
15085,서울특별시 송파구 방이동,202401,180000,,
15086,서울특별시 송파구 장지동,202401,88000,,
15087,서울특별시 송파구 풍납동,202401,87500,,
15088,서울특별시 송파구 송파동,202401,145000,,
15089,서울특별시 송파구 신천동,202401,255000,,
15090,서울특별시 송파구 거여동,202401,113000,,
15091,서울특별시 송파구 거여동,202401,138000,,
15092,서울특별시 송파구 방이동,202401,81800,,
15093,서울특별시 송파구 가락동,202401,89800,,
15094,서울특별시 송파구 문정동,202401,187000,,
15095,서울특별시 송파구 잠실동,202401,224000,,
15096,서울특별시 송파구 문정동,202401,160000,,
15097,서울특별시 송파구 가락동,202401,149000,,
15098,서울특별시 송파구 장지동,202401,102500,,
15099,서울특별시 송파구 가락동,202401,249000,,
15100,서울특별시 송파구 신천동,202401,274000,,
15101,서울특별시 송파구 가락동,202401,198500,,
15102,서울특별시 송파구 문정동,202401,205000,,
15103,서울특별시 송파구 거여동,202401,130000,,
15104,서울특별시 송파구 문정동,202401,228500,,
15105,서울특별시 송파구 가락동,202401,123000,,
15106,서울특별시 송파구 가락동,202401,90000,,
15107,서울특별시 송파구 방이동,202401,38000,,
15108,서울특별시 송파구 풍납동,202401,122000,,
15109,서울특별시 송파구 오금동,202401,80000,,
15110,서울특별시 송파구 거여동,202401,145000,,
15111,서울특별시 송파구 장지동,202401,118000,,
15112,서울특별시 송파구 잠실동,202401,222500,,
15113,서울특별시 송파구 가락동,202401,200500,,
15114,서울특별시 송파구 거여동,202401,145000,,
15115,서울특별시 송파구 방이동,202401,187000,,
15116,서울특별시 송파구 문정동,202401,110000,,
15117,서울특별시 송파구 방이동,202401,205000,,
15118,서울특별시 송파구 방이동,202401,185000,,
15119,서울특별시 송파구 방이동,202401,197000,,
15120,서울특별시 송파구 가락동,202401,109000,,
15121,서울특별시 송파구 풍납동,202401,117500,,
15122,서울특별시 송파구 잠실동,202401,103000,,
15123,서울특별시 송파구 가락동,202401,194000,,
15124,서울특별시 송파구 송파동,202401,78000,,
15125,서울특별시 송파구 가락동,202401,106000,,
15126,서울특별시 송파구 거여동,202401,75000,,
15127,서울특별시 송파구 가락동,202401,111000,,
15128,서울특별시 송파구 거여동,202401,112000,,
15129,서울특별시 송파구 가락동,202401,103500,,
15130,서울특별시 송파구 장지동,202401,140000,,
15131,서울특별시 송파구 석촌동,202401,153000,,
15132,서울특별시 송파구 잠실동,202401,242300,,
15133,서울특별시 송파구 잠실동,202401,102500,,
15134,서울특별시 송파구 신천동,202401,196000,,
15135,서울특별시 송파구 잠실동,202401,182000,,
15136,서울특별시 송파구 신천동,202401,223000,,
15137,서울특별시 송파구 가락동,202401,224000,,
15138,서울특별시 송파구 장지동,202401,105000,,
15139,서울특별시 송파구 가락동,202401,199000,,
15140,서울특별시 송파구 문정동,202401,47800,,
15141,서울특별시 송파구 가락동,202401,106500,,
15142,서울특별시 송파구 문정동,202401,159500,,
15143,서울특별시 송파구 신천동,202401,195000,,
15144,서울특별시 송파구 거여동,202401,103000,,
15145,서울특별시 송파구 장지동,202401,115500,,
15146,서울특별시 송파구 송파동,202401,145000,,
15147,서울특별시 송파구 가락동,202401,136000,,
15148,서울특별시 송파구 오금동,202401,73000,,
15149,서울특별시 송파구 가락동,202401,190000,,
15150,서울특별시 송파구 가락동,202401,113000,,
15151,서울특별시 송파구 잠실동,202401,187000,,
15152,서울특별시 송파구 신천동,202401,196000,,
15153,서울특별시 송파구 방이동,202401,41500,,
15154,서울특별시 송파구 잠실동,202401,234000,,
15155,서울특별시 송파구 마천동,202401,80000,,
15156,서울특별시 송파구 장지동,202401,167500,,
15157,서울특별시 송파구 잠실동,202401,230000,,
15158,서울특별시 송파구 오금동,202401,80500,,
15159,서울특별시 송파구 잠실동,202401,190000,,
15160,서울특별시 송파구 가락동,202401,104500,,
15161,서울특별시 송파구 가락동,202401,85000,,
15162,서울특별시 송파구 잠실동,202401,229000,,
15163,서울특별시 송파구 방이동,202401,187000,,
15164,서울특별시 송파구 방이동,202401,195500,,
15165,서울특별시 송파구 가락동,202401,133000,,
15166,서울특별시 송파구 방이동,202401,267000,,
15167,서울특별시 송파구 가락동,202401,220000,,
15168,서울특별시 송파구 석촌동,202401,111000,,
15169,서울특별시 송파구 가락동,202401,105500,,
15170,서울특별시 송파구 가락동,202401,107200,,
15171,서울특별시 송파구 장지동,202401,84000,,
15172,서울특별시 송파구 가락동,202401,131900,,
15173,서울특별시 송파구 가락동,202401,140000,,
15174,서울특별시 송파구 송파동,202402,113500,,
15175,서울특별시 송파구 풍납동,202402,102000,,
15176,서울특별시 송파구 신천동,202402,218000,,
15177,서울특별시 송파구 신천동,202402,185000,,
15178,서울특별시 송파구 잠실동,202402,233500,,
15179,서울특별시 송파구 거여동,202402,56500,,
15180,서울특별시 송파구 송파동,202402,130000,,
15181,서울특별시 송파구 잠실동,202402,126000,,
15182,서울특별시 송파구 방이동,202402,194500,,
15183,서울특별시 송파구 장지동,202402,113000,,
15184,서울특별시 송파구 잠실동,202402,116000,,
15185,서울특별시 송파구 오금동,202402,90000,,
15186,서울특별시 송파구 신천동,202402,170000,,
15187,서울특별시 송파구 신천동,202402,214200,,
15188,서울특별시 송파구 가락동,202402,150000,,
15189,서울특별시 송파구 잠실동,202402,272300,,
15190,서울특별시 송파구 잠실동,202402,116000,,
15191,서울특별시 송파구 가락동,202402,105000,,
15192,서울특별시 송파구 오금동,202402,157000,,
15193,서울특별시 송파구 풍납동,202402,102000,,
15194,서울특별시 송파구 가락동,202402,160000,,
15195,서울특별시 송파구 신천동,202402,193500,,
15196,서울특별시 송파구 가락동,202402,110000,,
15197,서울특별시 송파구 잠실동,202402,229000,,
15198,서울특별시 송파구 풍납동,202402,102500,,
15199,서울특별시 송파구 문정동,202402,206000,,
15200,서울특별시 송파구 방이동,202402,247500,,
15201,서울특별시 송파구 잠실동,202402,236800,,
15202,서울특별시 송파구 잠실동,202402,95000,,
15203,서울특별시 송파구 거여동,202402,124000,,
15204,서울특별시 송파구 방이동,202402,260000,,
15205,서울특별시 송파구 잠실동,202402,176000,,
15206,서울특별시 송파구 신천동,202402,214000,,
15207,서울특별시 송파구 장지동,202402,110000,,
15208,서울특별시 송파구 장지동,202402,95000,,
15209,서울특별시 송파구 거여동,202402,140000,,
15210,서울특별시 송파구 문정동,202402,63800,,
15211,서울특별시 송파구 신천동,202402,166500,,
15212,서울특별시 송파구 신천동,202402,233000,,
15213,서울특별시 송파구 잠실동,202402,243000,,
15214,서울특별시 송파구 잠실동,202402,285000,,
15215,서울특별시 송파구 잠실동,202402,182000,,
15216,서울특별시 송파구 잠실동,202402,172000,,
15217,서울특별시 송파구 잠실동,202402,222000,,
15218,서울특별시 송파구 거여동,202402,114000,,
15219,서울특별시 송파구 마천동,202402,90000,,
15220,서울특별시 송파구 가락동,202402,171000,,
15221,서울특별시 송파구 장지동,202402,114000,,
15222,서울특별시 송파구 가락동,202402,175000,,
15223,서울특별시 송파구 삼전동,202402,69000,,
15224,서울특별시 송파구 오금동,202402,156000,,
15225,서울특별시 송파구 가락동,202402,148500,,
15226,서울특별시 송파구 잠실동,202402,230500,,
15227,서울특별시 송파구 가락동,202402,127000,,
15228,서울특별시 송파구 신천동,202402,203000,,
15229,서울특별시 송파구 송파동,202402,141000,,
15230,서울특별시 송파구 잠실동,202402,210000,,
15231,서울특별시 송파구 가락동,202402,202000,,
15232,서울특별시 송파구 문정동,202402,206700,,
15233,서울특별시 송파구 문정동,202402,120000,,
15234,서울특별시 송파구 잠실동,202402,275000,,
15235,서울특별시 송파구 문정동,202402,155000,,
15236,서울특별시 송파구 가락동,202402,163000,,
15237,서울특별시 송파구 잠실동,202402,264600,,
15238,서울특별시 송파구 신천동,202402,265000,,
15239,서울특별시 송파구 잠실동,202402,228500,,
15240,서울특별시 송파구 가락동,202402,92500,,
15241,서울특별시 송파구 장지동,202402,93500,,
15242,서울특별시 송파구 문정동,202402,168000,,
15243,서울특별시 송파구 송파동,202402,119000,,
15244,서울특별시 송파구 가락동,202402,111000,,
15245,서울특별시 송파구 잠실동,202402,241000,,
15246,서울특별시 송파구 잠실동,202402,193000,,
15247,서울특별시 송파구 장지동,202402,121000,,
15248,서울특별시 송파구 가락동,202402,166000,,
15249,서울특별시 송파구 송파동,202402,135500,,
15250,서울특별시 송파구 잠실동,202402,485000,,
15251,서울특별시 송파구 가락동,202402,265000,,
15252,서울특별시 송파구 가락동,202402,18900,,
15253,서울특별시 송파구 문정동,202402,207000,,
15254,서울특별시 송파구 잠실동,202402,279600,,
15255,서울특별시 송파구 문정동,202402,164000,,
15256,서울특별시 송파구 가락동,202402,140250,,
15257,서울특별시 송파구 거여동,202402,132000,,
15258,서울특별시 송파구 신천동,202402,175000,,
15259,서울특별시 송파구 잠실동,202402,230000,,
15260,서울특별시 송파구 신천동,202402,193000,,
15261,서울특별시 송파구 가락동,202402,201500,,
15262,서울특별시 송파구 방이동,202402,125000,,
15263,서울특별시 송파구 송파동,202402,134000,,
15264,서울특별시 송파구 가락동,202402,193000,,
15265,서울특별시 송파구 거여동,202402,127000,,
15266,서울특별시 송파구 잠실동,202402,252850,,
15267,서울특별시 송파구 문정동,202402,209000,,
15268,서울특별시 송파구 방이동,202402,209000,,
15269,서울특별시 송파구 장지동,202402,92000,,
15270,서울특별시 송파구 신천동,202402,174000,,
15271,서울특별시 송파구 잠실동,202402,204000,,
15272,서울특별시 송파구 오금동,202402,90000,,
15273,서울특별시 송파구 장지동,202402,124000,,
15274,서울특별시 송파구 잠실동,202402,228000,,
15275,서울특별시 송파구 잠실동,202402,190000,,
15276,서울특별시 송파구 문정동,202402,162000,,
15277,서울특별시 송파구 신천동,202402,172000,,
15278,서울특별시 송파구 신천동,202402,168500,,
15279,서울특별시 송파구 방이동,202402,210000,,
15280,서울특별시 송파구 방이동,202402,44700,,
15281,서울특별시 송파구 송파동,202402,195000,,
15282,서울특별시 송파구 잠실동,202402,231500,,
15283,서울특별시 송파구 잠실동,202402,275000,,
15284,서울특별시 송파구 문정동,202402,166500,,
15285,서울특별시 송파구 송파동,202402,138000,,
15286,서울특별시 송파구 잠실동,202402,214600,,
15287,서울특별시 송파구 거여동,202402,84000,,
15288,서울특별시 송파구 가락동,202402,18450,,
15289,서울특별시 송파구 오금동,202402,133000,,
15290,서울특별시 송파구 신천동,202402,208000,,
15291,서울특별시 송파구 거여동,202402,87000,,
15292,서울특별시 송파구 방이동,202402,247500,,
15293,서울특별시 송파구 방이동,202402,181000,,
15294,서울특별시 송파구 문정동,202402,205000,,
15295,서울특별시 송파구 문정동,202402,169500,,
15296,서울특별시 송파구 문정동,202402,145500,,
15297,서울특별시 송파구 장지동,202402,115000,,
15298,서울특별시 송파구 풍납동,202402,108000,,
15299,서울특별시 송파구 가락동,202402,169000,,
15300,서울특별시 송파구 방이동,202402,182500,,
15301,서울특별시 송파구 풍납동,202402,102000,,
15302,서울특별시 송파구 신천동,202402,288000,,
15303,서울특별시 송파구 신천동,202402,172500,,
15304,서울특별시 송파구 가락동,202402,105000,,
15305,서울특별시 송파구 장지동,202402,109000,,
15306,서울특별시 송파구 가락동,202402,198000,,
15307,서울특별시 송파구 잠실동,202402,315000,,
15308,서울특별시 송파구 잠실동,202402,235800,,
15309,서울특별시 송파구 가락동,202402,138000,,
15310,서울특별시 송파구 송파동,202402,93000,,
15311,서울특별시 송파구 석촌동,202402,27700,,
15312,서울특별시 송파구 가락동,202402,203000,,
15313,서울특별시 송파구 장지동,202402,115000,,
15314,서울특별시 송파구 잠실동,202402,234500,,
15315,서울특별시 송파구 거여동,202402,118000,,
15316,서울특별시 송파구 가락동,202402,38000,,
15317,서울특별시 송파구 가락동,202402,188000,,
15318,서울특별시 송파구 방이동,202402,269000,,
15319,서울특별시 송파구 방이동,202402,194500,,
15320,서울특별시 송파구 가락동,202402,116500,,
15321,서울특별시 송파구 가락동,202402,225000,,
15322,서울특별시 송파구 잠실동,202402,169500,,
15323,서울특별시 송파구 방이동,202402,209000,,
15324,서울특별시 송파구 가락동,202402,180000,,
15325,서울특별시 송파구 방이동,202402,186000,,
15326,서울특별시 송파구 문정동,202402,162000,,
15327,서울특별시 송파구 잠실동,202402,244500,,
15328,서울특별시 송파구 송파동,202402,130000,,
15329,서울특별시 송파구 오금동,202402,92000,,
15330,서울특별시 송파구 송파동,202402,121000,,
15331,서울특별시 송파구 가락동,202402,172500,,
15332,서울특별시 송파구 송파동,202402,123000,,
15333,서울특별시 송파구 잠실동,202402,268600,,
15334,서울특별시 송파구 송파동,202402,195000,,
15335,서울특별시 송파구 방이동,202402,187000,,
15336,서울특별시 송파구 문정동,202402,222000,,
15337,서울특별시 송파구 문정동,202402,146000,,
15338,서울특별시 송파구 방이동,202402,210000,,
15339,서울특별시 송파구 신천동,202402,197000,,
15340,서울특별시 송파구 잠실동,202402,185000,,
15341,서울특별시 송파구 문정동,202402,164000,,
15342,서울특별시 송파구 장지동,202402,189000,,
15343,서울특별시 송파구 잠실동,202402,91000,,
15344,서울특별시 송파구 송파동,202402,90000,,
15345,서울특별시 송파구 장지동,202402,120000,,
15346,서울특별시 송파구 가락동,202402,107000,,
15347,서울특별시 송파구 풍납동,202402,87500,,
15348,서울특별시 송파구 잠실동,202402,116000,,
15349,서울특별시 송파구 송파동,202402,128500,,
15350,서울특별시 송파구 신천동,202402,178300,,
15351,서울특별시 송파구 오금동,202402,116000,,
15352,서울특별시 송파구 잠실동,202402,199000,,
15353,서울특별시 송파구 문정동,202402,162000,,
15354,서울특별시 송파구 오금동,202402,88000,,
15355,서울특별시 송파구 문정동,202402,165000,,
15356,서울특별시 송파구 신천동,202402,178300,,
15357,서울특별시 송파구 가락동,202402,201000,,
15358,서울특별시 송파구 방이동,202403,19500,,
15359,서울특별시 송파구 송파동,202403,51800,,
15360,서울특별시 송파구 문정동,202403,190500,,
15361,서울특별시 송파구 장지동,202403,115500,,
15362,서울특별시 송파구 장지동,202403,124000,,
15363,서울특별시 송파구 가락동,202403,137000,,
15364,서울특별시 송파구 문정동,202403,279000,,
15365,서울특별시 송파구 가락동,202403,111000,,
15366,서울특별시 송파구 가락동,202403,204200,,
15367,서울특별시 송파구 잠실동,202403,186000,,
15368,서울특별시 송파구 방이동,202403,61000,,
15369,서울특별시 송파구 신천동,202403,192000,,
15370,서울특별시 송파구 가락동,202403,204000,,
15371,서울특별시 송파구 잠실동,202403,195000,,
15372,서울특별시 송파구 방이동,202403,198000,,
15373,서울특별시 송파구 문정동,202403,171500,,
15374,서울특별시 송파구 잠실동,202403,198500,,
15375,서울특별시 송파구 잠실동,202403,240000,,
15376,서울특별시 송파구 신천동,202403,210000,,
15377,서울특별시 송파구 풍납동,202403,98000,,
15378,서울특별시 송파구 가락동,202403,203000,,
15379,서울특별시 송파구 문정동,202403,202500,,
15380,서울특별시 송파구 잠실동,202403,195000,,
15381,서울특별시 송파구 신천동,202403,203000,,
15382,서울특별시 송파구 신천동,202403,203000,,
15383,서울특별시 송파구 풍납동,202403,83800,,
15384,서울특별시 송파구 잠실동,202403,230300,,
15385,서울특별시 송파구 오금동,202403,133500,,
15386,서울특별시 송파구 가락동,202403,199000,,
15387,서울특별시 송파구 풍납동,202403,70000,,
15388,서울특별시 송파구 장지동,202403,109500,,
15389,서울특별시 송파구 신천동,202403,205000,,
15390,서울특별시 송파구 송파동,202403,153500,,
15391,서울특별시 송파구 잠실동,202403,244800,,
15392,서울특별시 송파구 송파동,202403,140000,,
15393,서울특별시 송파구 문정동,202403,141000,,
15394,서울특별시 송파구 거여동,202403,74000,,
15395,서울특별시 송파구 거여동,202403,76300,,
15396,서울특별시 송파구 장지동,202403,89000,,
15397,서울특별시 송파구 잠실동,202403,253000,,
15398,서울특별시 송파구 잠실동,202403,234000,,
15399,서울특별시 송파구 송파동,202403,60000,,
15400,서울특별시 송파구 가락동,202403,131000,,
15401,서울특별시 송파구 장지동,202403,98000,,
15402,서울특별시 송파구 가락동,202403,200000,,
15403,서울특별시 송파구 가락동,202403,200000,,
15404,서울특별시 송파구 가락동,202403,215000,,
15405,서울특별시 송파구 가락동,202403,106000,,
15406,서울특별시 송파구 잠실동,202403,197500,,
15407,서울특별시 송파구 거여동,202403,116000,,
15408,서울특별시 송파구 잠실동,202403,187300,,
15409,서울특별시 송파구 거여동,202403,117000,,
15410,서울특별시 송파구 방이동,202403,190000,,
15411,서울특별시 송파구 문정동,202403,202000,,
15412,서울특별시 송파구 마천동,202403,95000,,
15413,서울특별시 송파구 잠실동,202403,278600,,
15414,서울특별시 송파구 가락동,202403,129500,,
15415,서울특별시 송파구 풍납동,202403,108000,,
15416,서울특별시 송파구 방이동,202403,185000,,
15417,서울특별시 송파구 풍납동,202403,105000,,
15418,서울특별시 송파구 잠실동,202403,220000,,
15419,서울특별시 송파구 가락동,202403,200000,,
15420,서울특별시 송파구 가락동,202403,202500,,
15421,서울특별시 송파구 신천동,202403,205000,,
15422,서울특별시 송파구 거여동,202403,56000,,
15423,서울특별시 송파구 방이동,202403,310000,,
15424,서울특별시 송파구 송파동,202403,133000,,
15425,서울특별시 송파구 문정동,202403,180000,,
15426,서울특별시 송파구 가락동,202403,105800,,
15427,서울특별시 송파구 거여동,202403,77000,,
15428,서울특별시 송파구 장지동,202403,104000,,
15429,서울특별시 송파구 신천동,202403,210000,,
15430,서울특별시 송파구 거여동,202403,181000,,
15431,서울특별시 송파구 잠실동,202403,270000,,
15432,서울특별시 송파구 마천동,202403,107000,,
15433,서울특별시 송파구 풍납동,202403,179000,,
15434,서울특별시 송파구 가락동,202403,140000,,
15435,서울특별시 송파구 가락동,202403,246000,,
15436,서울특별시 송파구 방이동,202403,196000,,
15437,서울특별시 송파구 신천동,202403,217000,,
15438,서울특별시 송파구 가락동,202403,214000,,
15439,서울특별시 송파구 풍납동,202403,109500,,
15440,서울특별시 송파구 거여동,202403,80000,,
15441,서울특별시 송파구 풍납동,202403,85000,,
15442,서울특별시 송파구 송파동,202403,140000,,
15443,서울특별시 송파구 가락동,202403,109800,,
15444,서울특별시 송파구 문정동,202403,68000,,
15445,서울특별시 송파구 거여동,202403,59000,,
15446,서울특별시 송파구 가락동,202403,205000,,
15447,서울특별시 송파구 신천동,202403,178000,,
15448,서울특별시 송파구 신천동,202403,215000,,
15449,서울특별시 송파구 신천동,202403,253500,,
15450,서울특별시 송파구 신천동,202403,174500,,
15451,서울특별시 송파구 가락동,202403,198000,,
15452,서울특별시 송파구 장지동,202403,110800,,
15453,서울특별시 송파구 풍납동,202403,107000,,
15454,서울특별시 송파구 잠실동,202403,230000,,
15455,서울특별시 송파구 풍납동,202403,125000,,
15456,서울특별시 송파구 잠실동,202403,190000,,
15457,서울특별시 송파구 잠실동,202403,98000,,
15458,서울특별시 송파구 신천동,202403,300000,,
15459,서울특별시 송파구 송파동,202403,160000,,
15460,서울특별시 송파구 마천동,202403,70000,,
15461,서울특별시 송파구 풍납동,202403,86000,,
15462,서울특별시 송파구 잠실동,202403,218000,,
15463,서울특별시 송파구 송파동,202403,173000,,
15464,서울특별시 송파구 장지동,202403,113500,,
15465,서울특별시 송파구 가락동,202403,111500,,
15466,서울특별시 송파구 가락동,202403,198000,,
15467,서울특별시 송파구 잠실동,202403,198000,,
15468,서울특별시 송파구 잠실동,202403,239000,,
15469,서울특별시 송파구 오금동,202403,123000,,
15470,서울특별시 송파구 문정동,202403,55000,,
15471,서울특별시 송파구 가락동,202403,89500,,
15472,서울특별시 송파구 가락동,202403,88000,,
15473,서울특별시 송파구 가락동,202403,125500,,
15474,서울특별시 송파구 장지동,202403,105000,,
15475,서울특별시 송파구 오금동,202403,123000,,
15476,서울특별시 송파구 잠실동,202403,195000,,
15477,서울특별시 송파구 가락동,202403,248000,,
15478,서울특별시 송파구 가락동,202403,200000,,
15479,서울특별시 송파구 장지동,202403,148000,,
15480,서울특별시 송파구 장지동,202403,89500,,
15481,서울특별시 송파구 풍납동,202403,93000,,
15482,서울특별시 송파구 신천동,202403,215000,,
15483,서울특별시 송파구 장지동,202403,163000,,
15484,서울특별시 송파구 장지동,202403,180000,,
15485,서울특별시 송파구 송파동,202403,155000,,
15486,서울특별시 송파구 장지동,202403,165000,,
15487,서울특별시 송파구 풍납동,202403,123000,,
15488,서울특별시 송파구 가락동,202403,209000,,
15489,서울특별시 송파구 잠실동,202403,252800,,
15490,서울특별시 송파구 잠실동,202403,219000,,
15491,서울특별시 송파구 잠실동,202403,219000,,
15492,서울특별시 송파구 거여동,202403,137000,,
15493,서울특별시 송파구 거여동,202403,110500,,
15494,서울특별시 송파구 잠실동,202403,238500,,
15495,서울특별시 송파구 방이동,202403,125000,,
15496,서울특별시 송파구 신천동,202403,259800,,
15497,서울특별시 송파구 신천동,202403,220000,,
15498,서울특별시 송파구 신천동,202403,125000,,
15499,서울특별시 송파구 장지동,202403,105000,,
15500,서울특별시 송파구 가락동,202403,109000,,
15501,서울특별시 송파구 가락동,202403,103000,,
15502,서울특별시 송파구 오금동,202403,90000,,
15503,서울특별시 송파구 문정동,202403,139000,,
15504,서울특별시 송파구 가락동,202403,133500,,
15505,서울특별시 송파구 신천동,202403,260000,,
15506,서울특별시 송파구 가락동,202403,169000,,
15507,서울특별시 송파구 신천동,202403,240000,,
15508,서울특별시 송파구 거여동,202403,150000,,
15509,서울특별시 송파구 가락동,202403,333000,,
15510,서울특별시 송파구 거여동,202403,105000,,
15511,서울특별시 송파구 거여동,202403,135500,,
15512,서울특별시 송파구 풍납동,202403,110000,,
15513,서울특별시 송파구 신천동,202403,210000,,
15514,서울특별시 송파구 가락동,202403,143000,,
15515,서울특별시 송파구 잠실동,202403,230000,,
15516,서울특별시 송파구 신천동,202403,196000,,
15517,서울특별시 송파구 송파동,202403,56000,,
15518,서울특별시 송파구 장지동,202403,157000,,
15519,서울특별시 송파구 오금동,202403,174500,,
15520,서울특별시 송파구 가락동,202403,157500,,
15521,서울특별시 송파구 장지동,202403,149000,,
15522,서울특별시 송파구 가락동,202403,108000,,
15523,서울특별시 송파구 오금동,202403,139000,,
15524,서울특별시 송파구 가락동,202403,204500,,
15525,서울특별시 송파구 장지동,202403,124000,,
15526,서울특별시 송파구 가락동,202403,108000,,
15527,서울특별시 송파구 방이동,202403,135000,,
15528,서울특별시 송파구 가락동,202403,107500,,
15529,서울특별시 송파구 방이동,202403,30000,,
15530,서울특별시 송파구 가락동,202403,205000,,
15531,서울특별시 송파구 잠실동,202403,232000,,
15532,서울특별시 송파구 송파동,202403,161500,,
15533,서울특별시 송파구 신천동,202403,195000,,
15534,서울특별시 송파구 오금동,202403,62500,,
15535,서울특별시 송파구 잠실동,202403,219000,,
15536,서울특별시 송파구 방이동,202403,210000,,
15537,서울특별시 송파구 신천동,202403,252000,,
15538,서울특별시 송파구 잠실동,202403,282600,,
15539,서울특별시 송파구 잠실동,202403,237500,,
